Plate	Well.position	Catalog.Nr	Probe.ID	Sample.Name	Accession	Comment
1	A1	NA	34143	hsa-mir-384	MIMAT0001075	NA
1	A2	410008-00	NA	hsa-mir-515-5p	MIMAT0002826	NA
1	A3	410009-00	NA	hsa-mir-518c	MIMAT0002848	NA
1	A4	NA	34256	hsa-mir-548c-3p	MIMAT0003285	NA
1	A5	410011-00	NA	hsa-mir-548d-3p	MIMAT0003323	NA
1	A6	NA	44776	hsa-miRPlus-B1114	NA	NA
1	A7	NA	44782	hsa-let-7c*	MIMAT0004483	NA
1	A8	410023-00	NA	hsa-let-7e*	MIMAT0004485	NA
1	A9	410025-00	NA	hsa-let-7f-2*	MIMAT0004487	NA
1	A10	410030-00	NA	hsa-mir-100*	MIMAT0004512	NA
1	A11	NA	44800	hsa-mir-105	MIMAT0000102	NA
1	A12	NA	NA		NA	NA
1	B1	410032-00	NA	hsa-mir-105*	MIMAT0004516	NA
1	B2	410033-00	NA	hsa-mir-106a*	MIMAT0004517	NA
1	B3	410040-00	NA	hsa-mir-122*	MIMAT0004590	NA
1	B4	NA	44818	hsa-mir-125b-2*	MIMAT0004603	NA
1	B5	NA	44824	hsa-mir-129*	MIMAT0004548	NA
1	B6	410046-00	NA	hsa-mir-130a*	MIMAT0004593	NA
1	B7	410049-00	NA	hsa-mir-132*	MIMAT0004594	NA
1	B8	NA	44838	hsa-mir-135b*	MIMAT0004698	NA
1	B9	NA	44843	hsa-mir-138-1*	MIMAT0004607	NA
1	B10	410055-00	NA	hsa-mir-138-2*	MIMAT0004596	NA
1	B11	410059-00	NA	hsa-mir-141*	MIMAT0004598	NA
1	B12	NA	NA		NA	NA
1	C1	410061-00	NA	hsa-mir-143*	MIMAT0004599	NA
1	C2	NA	44856	hsa-mir-144*	MIMAT0004600	NA
1	C3	410062-00	NA	hsa-mir-145*	MIMAT0004601	NA
1	C4	410064-00	NA	hsa-mir-146a*	MIMAT0004608	NA
1	C5	410065-00	NA	hsa-mir-146b-3p	MIMAT0004766	NA
1	C6	410067-00	NA	hsa-mir-147	MIMAT0000251	NA
1	C7	410072-00	NA	hsa-mir-148b*	MIMAT0004699	NA
1	C8	NA	44870	hsa-mir-149*	MIMAT0004609	NA
1	C9	NA	44872	hsa-mir-150*	MIMAT0004610	NA
1	C10	410075-00	NA	hsa-mir-151-3p	MIMAT0000757	NA
1	C11	410078-00	NA	hsa-mir-155	MIMAT0000646	NA
1	C12	NA	NA		NA	NA
1	D1	410079-00	NA	hsa-mir-155*	MIMAT0004658	NA
1	D2	410081-00	NA	hsa-mir-15a*	MIMAT0004488	NA
1	D3	410085-00	NA	hsa-mir-16-1*	MIMAT0004489	NA
1	D4	410086-00	NA	hsa-mir-16-2*	MIMAT0004518	NA
1	D5	410087-00	NA	hsa-mir-17*	MIMAT0000071	NA
1	D6	410090-00	NA	hsa-mir-181a-2*	MIMAT0004558	NA
1	D7	410092-00	NA	hsa-mir-181c*	MIMAT0004559	NA
1	D8	410094-00	NA	hsa-mir-182*	MIMAT0000260	NA
1	D9	410097-00	NA	hsa-mir-185*	MIMAT0004611	NA
1	D10	410098-00	NA	hsa-mir-186*	MIMAT0004612	NA
1	D11	NA	44905	hsa-mir-187*	MIMAT0004561	NA
1	D12	NA	NA		NA	NA
1	E1	410103-00	NA	hsa-mir-18b	MIMAT0001412	NA
1	E2	410104-00	NA	hsa-mir-18b*	MIMAT0004751	NA
1	E3	410105-00	NA	hsa-mir-191*	MIMAT0001618	NA
1	E4	410107-00	NA	hsa-mir-192*	MIMAT0004543	NA
1	E5	410108-00	NA	hsa-mir-193a-5p	MIMAT0004614	NA
1	E6	NA	44920	hsa-mir-193b	MIMAT0002819	NA
1	E7	NA	44921	hsa-mir-193b*	MIMAT0004767	NA
1	E8	410109-00	NA	hsa-mir-194*	MIMAT0004671	NA
1	E9	410111-00	NA	hsa-mir-195*	MIMAT0004615	NA
1	E10	NA	44930	hsa-mir-198	MIMAT0000228	NA
1	E11	410117-00	NA	hsa-mir-199b-5p	MIMAT0000263	NA
1	E12	NA	NA		NA	NA
1	F1	410120-00	NA	hsa-mir-19b-1*	MIMAT0004491	NA
1	F2	410121-00	NA	hsa-mir-19b-2*	MIMAT0004492	NA
1	F3	410128-00	NA	hsa-mir-202	MIMAT0002811	NA
1	F4	NA	44954	hsa-mir-20a*	MIMAT0004493	NA
1	F5	410134-00	NA	hsa-mir-20b*	MIMAT0004752	NA
1	F6	410136-00	NA	hsa-mir-21*	MIMAT0004494	NA
1	F7	410137-00	NA	hsa-mir-211	MIMAT0000268	NA
1	F8	NA	44964	hsa-mir-215	MIMAT0000272	NA
1	F9	NA	44967	hsa-mir-217	MIMAT0000274	NA
1	F10	410143-00	NA	hsa-mir-218-1*	MIMAT0004565	NA
1	F11	410145-00	NA	hsa-mir-219-1-3p	MIMAT0004567	NA
1	F12	NA	NA		NA	NA
1	G1	410146-00	NA	hsa-mir-219-2-3p	MIMAT0004675	NA
1	G2	410147-00	NA	hsa-mir-220a	MIMAT0000277	NA
1	G3	410148-00	NA	hsa-mir-220b	MIMAT0004908	NA
1	G4	410149-00	NA	hsa-mir-220c	MIMAT0004915	NA
1	G5	410150-00	NA	hsa-mir-221*	MIMAT0004568	NA
1	G6	410152-00	NA	hsa-mir-222*	MIMAT0004569	NA
1	G7	410154-00	NA	hsa-mir-223*	MIMAT0004570	NA
1	G8	NA	44987	hsa-mir-23a*	MIMAT0004496	NA
1	G9	410157-00	NA	hsa-mir-23b*	MIMAT0004587	NA
1	G10	410160-00	NA	hsa-mir-24-2*	MIMAT0004497	NA
1	G11	410162-00	NA	hsa-mir-25*	MIMAT0004498	NA
1	G12	NA	NA		NA	NA
1	H1	410164-00	NA	hsa-mir-26a-1*	MIMAT0004499	NA
1	H2	410165-00	NA	hsa-mir-26a-2*	MIMAT0004681	NA
1	H3	410170-00	NA	hsa-mir-28-3p	MIMAT0004502	NA
1	H4	NA	45009	hsa-mir-298	MIMAT0004901	NA
1	H5	NA	45010	hsa-mir-299-3p	MIMAT0000687	NA
1	H6	410175-00	NA	hsa-mir-29b-1*	MIMAT0004514	NA
1	H7	410176-00	NA	hsa-mir-29b-2*	MIMAT0004515	NA
1	H8	NA	45019	hsa-mir-300	MIMAT0004903	NA
1	H9	410180-00	NA	hsa-mir-301b	MIMAT0004958	NA
1	H10	410182-00	NA	hsa-mir-302a*	MIMAT0000683	NA
1	H11	410184-00	NA	hsa-mir-302b*	MIMAT0000714	NA
1	H12	NA	NA		NA	NA
2	A1	410185-00	NA	hsa-mir-302c*	MIMAT0000716	NA
2	A2	410186-00	NA	hsa-mir-302d*	MIMAT0004685	NA
2	A3	410190-00	NA	hsa-mir-30b*	MIMAT0004589	NA
2	A4	410191-00	NA	hsa-mir-30d*	MIMAT0004551	NA
2	A5	410196-00	NA	hsa-mir-32*	MIMAT0004505	NA
2	A6	NA	45048	hsa-mir-324-3p	MIMAT0000762	NA
2	A7	410197-00	NA	hsa-mir-325	MIMAT0000771	NA
2	A8	NA	45053	hsa-mir-329	MIMAT0001629	NA
2	A9	410199-00	NA	hsa-mir-330-3p	MIMAT0000751	NA
2	A10	410203-00	NA	hsa-mir-337-3p	MIMAT0000754	NA
2	A11	410204-00	NA	hsa-mir-337-5p	MIMAT0004695	NA
2	A12	NA	NA		NA	NA
2	B1	NA	45064	hsa-mir-339-3p	MIMAT0004702	NA
2	B2	410209-00	NA	hsa-mir-33b	MIMAT0003301	NA
2	B3	410210-00	NA	hsa-mir-33b*	MIMAT0004811	NA
2	B4	410213-00	NA	hsa-mir-345	MIMAT0000772	NA
2	B5	NA	45075	hsa-mir-346	MIMAT0000773	NA
2	B6	410214-00	NA	hsa-mir-34a*	MIMAT0004557	NA
2	B7	410216-00	NA	hsa-mir-34b*	MIMAT0000685	NA
2	B8	NA	45080	hsa-mir-34c-3p	MIMAT0004677	NA
2	B9	410217-00	NA	hsa-mir-361-3p	MIMAT0004682	NA
2	B10	410219-00	NA	hsa-mir-362-3p	MIMAT0004683	NA
2	B11	NA	45085	hsa-mir-362-5p	MIMAT0000705	NA
2	B12	NA	NA		NA	NA
2	C1	410221-00	NA	hsa-mir-363*	MIMAT0003385	NA
2	C2	410223-00	NA	hsa-mir-367*	MIMAT0004686	NA
2	C3	410225-00	NA	hsa-mir-371-3p	MIMAT0000723	NA
2	C4	NA	45095	hsa-mir-371-5p	MIMAT0004687	NA
2	C5	410226-00	NA	hsa-mir-372	MIMAT0000724	NA
2	C6	410227-00	NA	hsa-mir-373	MIMAT0000726	NA
2	C7	410228-00	NA	hsa-mir-373*	MIMAT0000725	NA
2	C8	NA	45099	hsa-mir-374a	MIMAT0000727	NA
2	C9	410229-00	NA	hsa-mir-374a*	MIMAT0004688	NA
2	C10	410231-00	NA	hsa-mir-374b*	MIMAT0004956	NA
2	C11	410233-00	NA	hsa-mir-376a	MIMAT0000729	NA
2	C12	NA	NA		NA	NA
2	D1	410235-00	NA	hsa-mir-376b	MIMAT0002172	NA
2	D2	410236-00	NA	hsa-mir-376c	MIMAT0000720	NA
2	D3	NA	45109	hsa-mir-377*	MIMAT0004689	NA
2	D4	NA	45113	hsa-mir-379*	MIMAT0004690	NA
2	D5	410240-00	NA	hsa-mir-380	MIMAT0000735	NA
2	D6	410242-00	NA	hsa-mir-383	MIMAT0000738	NA
2	D7	NA	45124	hsa-mir-412	MIMAT0002170	NA
2	D8	NA	45126	hsa-mir-422a	MIMAT0001339	NA
2	D9	410248-00	NA	hsa-mir-424*	MIMAT0004749	NA
2	D10	410250-00	NA	hsa-mir-429	MIMAT0001536	NA
2	D11	NA	45136	hsa-mir-432	MIMAT0002814	NA
2	D12	NA	NA		NA	NA
2	E1	410253-00	NA	hsa-mir-432*	MIMAT0002815	NA
2	E2	410257-00	NA	hsa-mir-450b-3p	MIMAT0004910	NA
2	E3	410258-00	NA	hsa-mir-450b-5p	MIMAT0004909	NA
2	E4	410260-00	NA	hsa-mir-452	MIMAT0001635	NA
2	E5	410261-00	NA	hsa-mir-452*	MIMAT0001636	NA
2	E6	410262-00	NA	hsa-mir-453	MIMAT0001630	NA
2	E7	NA	45148	hsa-mir-454	MIMAT0003885	NA
2	E8	410263-00	NA	hsa-mir-454*	MIMAT0003884	NA
2	E9	410264-00	NA	hsa-mir-455-3p	MIMAT0004784	NA
2	E10	410266-00	NA	hsa-mir-483-3p	MIMAT0002173	NA
2	E11	NA	45153	hsa-mir-483-5p	MIMAT0004761	NA
2	E12	NA	NA		NA	NA
2	F1	NA	45157	hsa-mir-486-3p	MIMAT0004762	NA
2	F2	410269-00	NA	hsa-mir-487a	MIMAT0002178	NA
2	F3	410270-00	NA	hsa-mir-488	MIMAT0004763	NA
2	F4	410271-00	NA	hsa-mir-488*	MIMAT0002804	NA
2	F5	410272-00	NA	hsa-mir-489	MIMAT0002805	NA
2	F6	410273-00	NA	hsa-mir-490-5p	MIMAT0004764	NA
2	F7	NA	45166	hsa-mir-491-3p	MIMAT0004765	NA
2	F8	NA	45168	hsa-mir-492	MIMAT0002812	NA
2	F9	NA	45169	hsa-mir-493	MIMAT0003161	NA
2	F10	410274-00	NA	hsa-mir-493*	MIMAT0002813	NA
2	F11	410277-00	NA	hsa-mir-497*	MIMAT0004768	NA
2	F12	NA	NA		NA	NA
2	G1	410278-00	NA	hsa-mir-498	MIMAT0002824	NA
2	G2	410279-00	NA	hsa-mir-499-3p	MIMAT0004772	NA
2	G3	410281-00	NA	hsa-mir-500	MIMAT0004773	NA
2	G4	410282-00	NA	hsa-mir-500*	MIMAT0002871	NA
2	G5	NA	45181	hsa-mir-501-3p	MIMAT0004774	NA
2	G6	410283-00	NA	hsa-mir-501-5p	MIMAT0002872	NA
2	G7	NA	45183	hsa-mir-500*/hsa-mir-502-3p	MIMAT0002871/MIMAT0004775	NA
2	G8	410284-00	NA	hsa-mir-502-5p	MIMAT0002873	NA
2	G9	NA	45185	hsa-mir-503	MIMAT0002874	NA
2	G10	410286-00	NA	hsa-mir-505	MIMAT0002876	NA
2	G11	410287-00	NA	hsa-mir-505*	MIMAT0004776	NA
2	G12	NA	NA		NA	NA
2	H1	410288-00	NA	hsa-mir-506	MIMAT0002878	NA
2	H2	410289-00	NA	hsa-mir-507	MIMAT0002879	NA
2	H3	410290-00	NA	hsa-mir-508-3p	MIMAT0002880	NA
2	H4	410291-00	NA	hsa-mir-508-5p	MIMAT0004778	NA
2	H5	410292-00	NA	hsa-mir-509-3-5p	MIMAT0004975	NA
2	H6	410293-00	NA	hsa-mir-509-3p	MIMAT0002881	NA
2	H7	NA	45195	hsa-mir-509-5p	MIMAT0004779	NA
2	H8	410294-00	NA	hsa-mir-510	MIMAT0002882	NA
2	H9	410295-00	NA	hsa-mir-511	MIMAT0002808	NA
2	H10	410296-00	NA	hsa-mir-512-3p	MIMAT0002823	NA
2	H11	410297-00	NA	hsa-mir-512-5p	MIMAT0002822	NA
2	H12	NA	NA		NA	NA
3	A1	410298-00	NA	hsa-mir-513a-3p	MIMAT0004777	NA
3	A2	410299-00	NA	hsa-mir-513a-5p	MIMAT0002877	NA
3	A3	410300-00	NA	hsa-mir-514	MIMAT0002883	NA
3	A4	410301-00	NA	hsa-mir-515-3p	MIMAT0002827	NA
3	A5	NA	45204	hsa-mir-516a-5p	MIMAT0004770	NA
3	A6	NA	45205	hsa-mir-516b	MIMAT0002859	NA
3	A7	415015-00	NA	hsa-mir-516a-3p/hsa-mir-516b*	MIMAT0006778/MIMAT0002860	NA
3	A8	410302-00	NA	hsa-mir-517*	MIMAT0002851	NA
3	A9	NA	45208	hsa-mir-517a/hsa-mir-517b	MIMAT0002852/MIMAT0002857	NA
3	A10	NA	45209	hsa-mir-517a/hsa-mir-517b	MIMAT0002852/MIMAT0002857	NA
3	A11	NA	45210	hsa-mir-517c	MIMAT0002866	NA
3	A12	NA	NA		NA	NA
3	B1	410303-00	NA	hsa-mir-518a-3p	MIMAT0002863	NA
3	B2	NA	45212	hsa-mir-518a-5p/hsa-mir-527	MIMAT0002862/MIMAT0005457	NA
3	B3	410304-00	NA	hsa-mir-518b	MIMAT0002844	NA
3	B4	NA	45214	hsa-mir-518c*	MIMAT0002847	NA
3	B5	410305-00	NA	hsa-mir-518d-3p	MIMAT0002864	NA
3	B6	410306-00	NA	hsa-mir-518e	MIMAT0002861	NA
3	B7	NA	45217	hsa-mir-518c/hsa-mir-518f	MIMAT0002848/ MIMAT0002842	NA
3	B8	NA	45218	hsa-mir-518d-5p/hsa-mir-518f*/hsa-mir-520c-5p/hsa-mir-526a	MIMAT0005456/MIMAT0002841/MIMAT0005455/MIMAT0002845	NA
3	B9	410308-00	NA	hsa-mir-519a	MIMAT0002869	NA
3	B10	410309-00	NA	hsa-mir-519b-3p	MIMAT0002837	NA
3	B11	410310-00	NA	hsa-mir-519c-3p	MIMAT0002832	NA
3	B12	NA	NA		NA	NA
3	C1	410311-00	NA	hsa-mir-519d	MIMAT0002853	NA
3	C2	410312-00	NA	hsa-mir-519e	MIMAT0002829	NA
3	C3	410313-00	NA	hsa-mir-519e*	MIMAT0002828	NA
3	C4	410314-00	NA	hsa-mir-520a-3p	MIMAT0002834	NA
3	C5	410315-00	NA	hsa-mir-520a-5p	MIMAT0002833	NA
3	C6	NA	45227	hsa-mir-520b/hsa-mir-520c-3p/hsa-mir-520f/hsa-mir-526b*	MIMAT0002843/MIMAT0002846/MIMAT0002830/MIMAT0002836	NA
3	C7	410316-00	NA	hsa-mir-520d-3p	MIMAT0002856	NA
3	C8	NA	45229	hsa-mir-520d-5p	MIMAT0002855	NA
3	C9	410317-00	NA	hsa-mir-520e	MIMAT0002825	NA
3	C10	NA	45231	hsa-mir-520c-3p/hsa-mir-520f	MIMAT0002846/MIMAT0002830	NA
3	C11	410318-00	NA	hsa-mir-520g	MIMAT0002858	NA
3	C12	NA	NA		NA	NA
3	D1	410319-00	NA	hsa-mir-520g/hsa-mir-520h	MIMAT0002858/MIMAT0002867	NA
3	D2	410320-00	NA	hsa-mir-521	MIMAT0002854	NA
3	D3	410321-00	NA	hsa-mir-522	MIMAT0002868	NA
3	D4	415016-00	NA	hsa-mir-518e*/hsa-mir-519a*/hsa-mir-519b-5p/hsa-mir-519c-5p/hsa-mir-522*/hsa-mir-523*	MIMAT0005450/MIMAT0005452/MIMAT0005454/MIMAT0002831/MIMAT0005451/MIMAT0005449	NA
3	D5	410322-00	NA	hsa-mir-523	MIMAT0002840	NA
3	D6	410323-00	NA	hsa-mir-524-3p	MIMAT0002850	NA
3	D7	NA	45239	hsa-mir-524-5p	MIMAT0002849	NA
3	D8	410324-00	NA	hsa-mir-525-3p	MIMAT0002839	NA
3	D9	NA	45241	hsa-mir-525-5p	MIMAT0002838	NA
3	D10	410325-00	NA	hsa-mir-526b	MIMAT0002835	NA
3	D11	NA	45243	hsa-mir-520b/hsa-mir-520c-3p/hsa-mir-526b*	MIMAT0002843/MIMAT0002846/MIMAT0002836	NA
3	D12	NA	NA		NA	NA
3	E1	410329-00	NA	hsa-mir-541	MIMAT0004920	NA
3	E2	NA	45248	hsa-mir-541*	MIMAT0004919	NA
3	E3	410331-00	NA	hsa-mir-542-5p	MIMAT0003340	NA
3	E4	410333-00	NA	hsa-mir-544	MIMAT0003164	NA
3	E5	410334-00	NA	hsa-mir-545	MIMAT0003165	NA
3	E6	NA	45254	hsa-mir-545*	MIMAT0004785	NA
3	E7	410335-00	NA	hsa-mir-548a-3p	MIMAT0003251	NA
3	E8	410336-00	NA	hsa-mir-548a-5p	MIMAT0004803	NA
3	E9	410337-00	NA	hsa-mir-548b-3p	MIMAT0003254	NA
3	E10	410338-00	NA	hsa-mir-548b-5p	MIMAT0004798	NA
3	E11	410339-00	NA	hsa-mir-548c-5p	MIMAT0004806	NA
3	E12	NA	NA		NA	NA
3	F1	410340-00	NA	hsa-mir-548d-5p	MIMAT0004812	NA
3	F2	410341-00	NA	hsa-mir-549	MIMAT0003333	NA
3	F3	NA	45262	hsa-mir-550	MIMAT0004800	NA
3	F4	410342-00	NA	hsa-mir-550*	MIMAT0003257	NA
3	F5	410343-00	NA	hsa-mir-551a	MIMAT0003214	NA
3	F6	NA	45266	hsa-mir-551b*	MIMAT0004794	NA
3	F7	410345-00	NA	hsa-mir-552	MIMAT0003215	NA
3	F8	410346-00	NA	hsa-mir-553	MIMAT0003216	NA
3	F9	410347-00	NA	hsa-mir-554	MIMAT0003217	NA
3	F10	NA	45270	hsa-mir-555	MIMAT0003219	NA
3	F11	410348-00	NA	hsa-mir-556-3p	MIMAT0004793	NA
3	F12	NA	NA		NA	NA
3	G1	NA	45272	hsa-mir-556-5p	MIMAT0003220	NA
3	G2	NA	45273	hsa-mir-557	MIMAT0003221	NA
3	G3	410349-00	NA	hsa-mir-558	MIMAT0003222	NA
3	G4	410350-00	NA	hsa-mir-559	MIMAT0003223	NA
3	G5	NA	45277	hsa-mir-561	MIMAT0003225	NA
3	G6	410351-00	NA	hsa-mir-562	MIMAT0003226	NA
3	G7	410352-00	NA	hsa-mir-563	MIMAT0003227	NA
3	G8	NA	45280	hsa-mir-564	MIMAT0003228	NA
3	G9	410353-00	NA	hsa-mir-566	MIMAT0003230	NA
3	G10	410354-00	NA	hsa-mir-567	MIMAT0003231	NA
3	G11	NA	45285	hsa-mir-569	MIMAT0003234	NA
3	G12	NA	NA		NA	NA
3	H1	410355-00	NA	hsa-mir-570	MIMAT0003235	NA
3	H2	410356-00	NA	hsa-mir-571	MIMAT0003236	NA
3	H3	NA	45288	hsa-mir-572	MIMAT0003237	NA
3	H4	410357-00	NA	hsa-mir-573	MIMAT0003238	NA
3	H5	NA	45292	hsa-mir-575	MIMAT0003240	NA
3	H6	410358-00	NA	hsa-mir-576-3p	MIMAT0004796	NA
3	H7	410359-00	NA	hsa-mir-576-5p	MIMAT0003241	NA
3	H8	NA	45295	hsa-mir-577	MIMAT0003242	NA
3	H9	410360-00	NA	hsa-mir-578	MIMAT0003243	NA
3	H10	410361-00	NA	hsa-mir-579	MIMAT0003244	NA
3	H11	NA	45298	hsa-mir-580	MIMAT0003245	NA
3	H12	NA	NA		NA	NA
4	A1	410362-00	NA	hsa-mir-581	MIMAT0003246	NA
4	A2	410363-00	NA	hsa-mir-582-3p	MIMAT0004797	NA
4	A3	410364-00	NA	hsa-mir-583	MIMAT0003248	NA
4	A4	410365-00	NA	hsa-mir-584	MIMAT0003249	NA
4	A5	410366-00	NA	hsa-mir-585	MIMAT0003250	NA
4	A6	410367-00	NA	hsa-mir-586	MIMAT0003252	NA
4	A7	410368-00	NA	hsa-mir-587	MIMAT0003253	NA
4	A8	410369-00	NA	hsa-mir-588	MIMAT0003255	NA
4	A9	410370-00	NA	hsa-mir-589	MIMAT0004799	NA
4	A10	410371-00	NA	hsa-mir-589*	MIMAT0003256	NA
4	A11	410372-00	NA	hsa-mir-591	MIMAT0003259	NA
4	A12	NA	NA		NA	NA
4	B1	410374-00	NA	hsa-mir-593	MIMAT0004802	NA
4	B2	NA	45315	hsa-mir-593*	MIMAT0003261	NA
4	B3	410375-00	NA	hsa-mir-595	MIMAT0003263	NA
4	B4	NA	45317	hsa-mir-596	MIMAT0003264	NA
4	B5	410376-00	NA	hsa-mir-597	MIMAT0003265	NA
4	B6	410377-00	NA	hsa-mir-598	MIMAT0003266	NA
4	B7	NA	45320	hsa-mir-599	MIMAT0003267	NA
4	B8	410378-00	NA	hsa-mir-600	MIMAT0003268	NA
4	B9	410379-00	NA	hsa-mir-601	MIMAT0003269	NA
4	B10	410380-00	NA	hsa-mir-602	MIMAT0003270	NA
4	B11	410381-00	NA	hsa-mir-603	MIMAT0003271	NA
4	B12	NA	NA		NA	NA
4	C1	410382-00	NA	hsa-mir-604	MIMAT0003272	NA
4	C2	410383-00	NA	hsa-mir-605	MIMAT0003273	NA
4	C3	NA	45327	hsa-mir-606	MIMAT0003274	NA
4	C4	NA	45328	hsa-mir-607	MIMAT0003275	NA
4	C5	NA	45329	hsa-mir-608	MIMAT0003276	NA
4	C6	410384-00	NA	hsa-mir-609	MIMAT0003277	NA
4	C7	410385-00	NA	hsa-mir-610	MIMAT0003278	NA
4	C8	NA	45332	hsa-mir-611	MIMAT0003279	NA
4	C9	NA	45333	hsa-mir-612	MIMAT0003280	NA
4	C10	410386-00	NA	hsa-mir-613	MIMAT0003281	NA
4	C11	410387-00	NA	hsa-mir-614	MIMAT0003282	NA
4	C12	NA	NA		NA	NA
4	D1	410388-00	NA	hsa-mir-616	MIMAT0004805	NA
4	D2	NA	45339	hsa-mir-616*	MIMAT0003284	NA
4	D3	410389-00	NA	hsa-mir-617	MIMAT0003286	NA
4	D4	410390-00	NA	hsa-mir-618	MIMAT0003287	NA
4	D5	410391-00	NA	hsa-mir-619	MIMAT0003288	NA
4	D6	410392-00	NA	hsa-mir-620	MIMAT0003289	NA
4	D7	410393-00	NA	hsa-mir-621	MIMAT0003290	NA
4	D8	410394-00	NA	hsa-mir-622	MIMAT0003291	NA
4	D9	NA	45346	hsa-mir-623	MIMAT0003292	NA
4	D10	NA	45347	hsa-mir-624	MIMAT0004807	NA
4	D11	410395-00	NA	hsa-mir-624*	MIMAT0003293	NA
4	D12	NA	NA		NA	NA
4	E1	410396-00	NA	hsa-mir-625	MIMAT0003294	NA
4	E2	410397-00	NA	hsa-mir-625*	MIMAT0004808	NA
4	E3	410398-00	NA	hsa-mir-626	MIMAT0003295	NA
4	E4	410399-00	NA	hsa-mir-627	MIMAT0003296	NA
4	E5	410400-00	NA	hsa-mir-628-3p	MIMAT0003297	NA
4	E6	410401-00	NA	hsa-mir-628-5p	MIMAT0004809	NA
4	E7	410402-00	NA	hsa-mir-629	MIMAT0004810	NA
4	E8	410403-00	NA	hsa-mir-629*	MIMAT0003298	NA
4	E9	NA	45357	hsa-mir-630	MIMAT0003299	NA
4	E10	410404-00	NA	hsa-mir-631	MIMAT0003300	NA
4	E11	410405-00	NA	hsa-mir-632	MIMAT0003302	NA
4	E12	NA	NA		NA	NA
